folder_name,type,latitude,longitude,n_images,selected_image_filename,selection_confidence,selection_reason,recommendation_pt,accessibility_for_people_with_disabilities_pct,pedestrian_safety_and_proximity_to_traffic_pct,weather_protection_and_overall_comfort_pct,final_quality_pct,accessibility_for_people_with_disabilities_notes,area_accessibility_description,cleanliness_and_maintenance_issues,lighting_and_visibility_issues,pedestrian_safety_and_proximity_to_traffic_notes,poi_description,shelter_and_seating_issues,weather_protection_and_overall_comfort_notes
bus_41.194139_-8.656000,bus,41.194139,-8.656,4,41.194139_-8.656000_170_street.png,0.95,"Image 1 clearly shows the public transport stop with visible station signage, ticketing machine, and access to the platform, making it the best depiction of the access point.","Adicionar painéis laterais em vidro ou policarbonato para maior proteção contra vento e chuva. Instalar bancos ou assentos acessíveis na plataforma. Implementar iluminação dedicada sob o abrigo para reforçar a segurança e conforto à noite. Se possível, incluir piso tátil para melhorar a acessibilidade dos invisuais.",98.35924006908463,91.79620034542314,86.96027633851469,92.37190558434082,,,,,,,,
bus_41.194156_-8.655693,bus,41.194156,-8.655693,4,41.194156_-8.655693_103_street.png,0.98,"Image 1 provides a clear, unobstructed view of the public transport stop, including the shelter, seating, signage, and people waiting, making it the best depiction of the access point.",Instalar painéis laterais transparentes adicionais para melhor proteção contra vento e chuva. Melhorar a iluminação pública na zona da paragem ou instalar luzes no interior do abrigo para maior segurança noturna. Garantir a existência de sinalização tátil e rampas adequadas para pessoas com mobilidade reduzida. Considerar a instalação de travessias pedonais seguras nas proximidades para facilitar o acesso.,94.38687392055267,91.79620034542314,86.96027633851469,91.04778353483016,,,,,,,,
bus_41.194158_-8.655981,bus,41.194158,-8.655981,4,41.194158_-8.655981_170_street.png,0.95,"Image 1 clearly shows the public transport stop with visible station signage, ticketing machine, and platform access, making it the best depiction of the access point.",Adicionar ou reparar painéis laterais de proteção contra vento e chuva na paragem. Garantir a existência de bancos ou assentos acessíveis na plataforma. Implementar ou reforçar a iluminação sob a cobertura para melhor visibilidade e segurança à noite. Instalar pavimento tátil para melhorar a acessibilidade de pessoas invisuais.,98.35924006908463,91.79620034542314,86.96027633851469,92.37190558434082,,,,,,,,
bus_41.194162_-8.655943,bus,41.194162,-8.655943,4,41.194162_-8.655943_264_street.png,0.98,"Image [2] provides a clear, full view of the public transport stop, including the shelter, signage, and information boards, making it the best depiction of the access point.",Adicionar painéis laterais transparentes ao abrigo para maior proteção contra vento e chuva. Instalar iluminação dedicada sob o abrigo para aumentar a segurança durante a noite. Garantir a existência de bancos confortáveis e reforçar sinalização tátil para invisuais. Rever a existência e visibilidade de passadeiras próximas para melhorar a segurança dos peões.,98.35924006908463,91.79620034542314,86.96027633851469,92.37190558434082,,,,,,,,
bus_41.194167_-8.655613,bus,41.194167,-8.655613,4,41.194167_-8.655613_281_street.png,0.98,"Image 3 provides a clear, unobstructed, and comprehensive view of the entire public transport stop, including the shelter, ticketing machine, signage, and platform, making it the best depiction of the access point.",Adicionar painéis laterais transparentes no abrigo para melhor proteção contra vento e chuva. Instalar iluminação dedicada no interior/abaixo do abrigo para maior segurança e visibilidade à noite. Melhorar a sinalização tátil para pessoas invisuais. Avaliar a instalação de bancos mais confortáveis.,100.0,98.40241796200344,86.96027633851469,95.12089810017272,,,,,,,,
bus_41.194168_-8.655894,bus,41.194168,-8.655894,4,41.194168_-8.655894_264_street.png,0.95,"Image [2] provides a clear, full view of the public transport stop, including the shelter, signage, and platform, making it the best depiction of the access point.",Adicionar bancos ou assentos confortáveis no abrigo. Instalar painéis laterais transparentes para melhorar proteção contra vento e chuva. Reforçar a iluminação sob o abrigo para maior segurança à noite. Considerar a instalação de pavimento tátil para melhor acessibilidade a utilizadores com deficiência visual.,98.35924006908463,91.79620034542314,86.96027633851469,92.37190558434082,,,,,,,,
bus_41.194174_-8.655655,bus,41.194174,-8.655655,4,41.194174_-8.655655_103_street.png,0.98,"Image [1] provides a clear, unobstructed view of the public transport stop, including the shelter, seating, signage, and people waiting, making it the best depiction of the access point.","Melhorar a proteção lateral contra vento e chuva, instalando ou reforçando painéis laterais de vidro ou policarbonato. Avaliar e, se necessário, instalar iluminação pública dedicada na paragem ou reforço da iluminação na envolvente. Garantir presença de piso tátil e sinalização acessível para pessoas com deficiência visual. Sinalizar claramente acessos pedonais e passadeiras, se não existirem.",94.38687392055267,91.79620034542314,86.96027633851469,91.04778353483016,,,,,,,,
bus_41.194206_-8.605057,bus,41.194206,-8.605057,4,41.194206_-8.605057_285_street.png,1.0,"Image 3 clearly shows a public transport stop pole with signage and people waiting, making it the best depiction of the access point.",Instalar um abrigo com painéis laterais e bancos para proteção e conforto dos passageiros. Implementar rampa de acesso e rebaixamento de passeio junto ao ponto para melhorar acessibilidade. Priorizar a instalação de iluminação pública adequada na zona do ponto/paragem. Criar pelo menos uma barreira física baixa ou faixa de proteção entre passeio e via para maior segurança dos utentes.,15.67357512953368,14.248704663212436,29.10189982728843,19.67472654001152,,,,,,,,
bus_41.194236_-8.635781,bus,41.194236,-8.635781,4,41.194236_-8.635781_234_street.png,1.0,"Image 2 clearly shows a public transport stop with a shelter, bench, and route information, making it the most definitive depiction of the access point.","Adicionar painéis laterais transparentes para maior proteção contra vento e chuva. Instalar iluminação pública próxima ao abrigo ou luz dedicada no interior do abrigo para melhorar a visibilidade e segurança. Substituir ou adaptar o banco para maior conforto e acessibilidade, incluindo espaço para cadeira de rodas e braço de apoio. Implementar piso podotátil para orientar pessoas com deficiência visual. Considerar instalação de passadeira ou medidas de acalmia de tráfego para maior segurança pedonal.",56.95164075993091,56.69257340241797,61.61485319516407,58.41968911917098,,,,,,,,
bus_41.194284_-8.641283,bus,41.194284,-8.641283,4,41.194284_-8.641283_160_street.png,0.8,"Image 1 shows a pole with a sign on the right side of the street, which is characteristic of a bus stop or public transport stop sign. The other images do not show any clear public transport stop or access point.","Instalar um abrigo com cobertura e painéis laterais em vidro ou policarbonato para proteção contra chuva e vento. Adicionar bancos para conforto dos passageiros. Melhorar as acessibilidades com rampas/rebaixamentos e pavimento tátil. Implementar iluminação dedicada sob o abrigo para maior segurança. Se possível, alargar e nivelar o passeio na zona do ponto para garantir passagem segura e acessível.",36.26943005181347,33.54922279792746,7.901554404145078,25.90673575129534,,,,,,,,
bus_41.194357_-8.661687,bus,41.194357,-8.661687,4,41.194357_-8.661687_313_street.png,0.98,"This image clearly shows the bus stop pole with signage and schedule information, making it the best depiction of the public transport stop/access point.",Instalar abrigo com cobertura e painéis laterais para proteção contra intempéries. Adicionar bancos para conforto dos passageiros. Garantir acesso desobstruído com rebaixamento de passeio e pavimentação tátil. Reposicionar ou reduzir obstáculos como a árvore e o contentor de reciclagem próximos ao ponto. Melhorar a iluminação direta no espaço do abrigo para reforçar a segurança à noite.,36.26943005181347,56.69257340241797,29.10189982728843,40.68796776050663,,,,,,,,
bus_41.194416_-8.661817,bus,41.194416,-8.661817,4,41.194416_-8.661817_313_street.png,0.98,"This image clearly shows the bus stop pole with signage and a timetable, making it the best depiction of the public transport stop/access point among the options.","Instalar um abrigo com proteção lateral e cobertura para maior conforto e proteção contra intempéries. Adicionar bancos confortáveis. Melhorar acessibilidade removendo ou deslocando obstáculos (contentor, poste, árvore) e ampliando o passeio. Sinalizar ou implementar passadeira próxima para segurança dos peões. Avaliar a necessidade de iluminação dedicada no interior do abrigo.",36.26943005181347,56.69257340241797,7.901554404145078,33.621185952792175,,,,,,,,
bus_41.194445_-8.647462,bus,41.194445,-8.647462,4,41.194445_-8.647462_002_street.png,0.95,"Image 0 clearly shows a public transport stop pole with a sign, which is a clear indicator of a public transport access point. The other images do not show any such features.","Instalar abrigo com cobertura e painéis laterais para proteção contra intempéries. Adicionar banco para espera confortável. Sinalizar e, se necessário, melhorar acessibilidade para pessoas com mobilidade reduzida (ex: rampa, piso tátil). Avaliar reforço da iluminação direta no ponto de paragem para maior segurança. Considerar implementação de passadeira nas proximidades para maior segurança pedonal.",56.95164075993091,56.69257340241797,29.10189982728843,47.58203799654577,,,,,,,,
bus_41.194620_-8.641976,bus,41.19462,-8.641976,4,41.194620_-8.641976_143_street.png,0.98,"Image [1] clearly shows a public transport stop with a bus stop pole, a shelter frame, and a bench, making it the most explicit depiction of the access point among the options.","Instalar abrigo com painéis laterais transparentes e cobertura para proteção contra intempéries. Adicionar iluminação pública e/ou luz dedicada na paragem para maior segurança à noite. Substituir o banco por um assento mais confortável e acessível, com encosto e espaço para cadeira de rodas. Implementar rampa de acesso e pavimento tátil para pessoas com mobilidade reduzida. Melhorar limpeza e manutenção regular do local.",36.26943005181347,56.69257340241797,29.10189982728843,40.68796776050663,,,,,,,,
bus_41.194763_-8.667303,bus,41.194763,-8.667303,4,41.194763_-8.667303_280_street.png,1.0,"Image 3 clearly shows a public transport stop with a shelter, bench, and signage, making it the most definitive depiction of the access point among the options.",Adicionar painéis laterais em vidro ou policarbonato ao abrigo para proteção contra vento e chuva; instalar iluminação interior dedicada no abrigo para maior segurança e conforto noturno; melhorar acessibilidade com faixa tátil no passeio e rebaixamento de lancil; substituir o banco por um assento acessível para pessoas com mobilidade reduzida.,56.95164075993091,77.46113989637306,61.61485319516407,65.34254461715601,,,,,,,,
bus_41.194776_-8.666953,bus,41.194776,-8.666953,4,41.194776_-8.666953_198_street.png,0.95,"Image [2] clearly shows a bus stop pole with a sign, which is a clear indicator of a public transport stop. The other images do not show any obvious public transport stop or access point.","Instalar um abrigo com proteção lateral e bancadas para maior conforto dos passageiros. Implementar iluminação pública próxima ao ponto de paragem e/ou luz integrada no abrigo para reforçar a segurança à noite. Garantir acessibilidade plena ao ponto, incluindo pavimento tátil e rampas rebaixadas. Manter os passeios desobstruídos e longe dos contentores para melhor visibilidade e circulação.",85.70811744386873,91.79620034542314,29.10189982728843,68.86873920552677,,,,,,,,
bus_41.194891_-8.686495,bus,41.194891,-8.686495,4,41.194891_-8.686495_322_street.png,0.85,"Image [3] shows a bus stop pole/sign and a shelter on the opposite side of the road, which are clear indicators of a public transport stop. The other images do not show any clear public transport stop infrastructure.","Instalar abrigo com painéis laterais de vidro para proteção contra intempéries. Adicionar bancos confortáveis. Garantir acessibilidade com rampas e pavimento tátil. Implementar iluminação pública adequada e, idealmente, luz própria no abrigo. Melhorar segurança pedonal com passadeira e possíveis barreiras de proteção.",15.67357512953368,14.248704663212436,29.10189982728843,19.67472654001152,,,,,,,,
bus_41.194901_-8.686538,bus,41.194901,-8.686538,4,41.194901_-8.686538_231_street.png,0.95,"Image 2 clearly shows a bus stop pole and sign on the sidewalk, which is a clear indicator of a public transport stop/access point. The other images do not show any obvious public transport stop infrastructure.","1. Alargar e nivelar o passeio para garantir acesso seguro e cómodo, incluindo rampas e pavimentação tátil. 2. Instalar bancos adequados no abrigo para maior conforto. 3. Adicionar painéis laterais transparentes para proteção contra chuva e vento. 4. Melhorar a iluminação junto ao abrigo instalando luz dedicada sob a cobertura. 5. Implementar barreiras físicas ou um recuo maior do passeio em relação à via para proteção dos peões.",36.26943005181347,33.54922279792746,47.75474956822107,39.191134139320674,,,,,,,,
bus_41.194986_-8.644736,bus,41.194986,-8.644736,4,41.194986_-8.644736_028_street.png,0.7,"Image 0 shows a structure on the right side of the street that resembles a public transport stop shelter or sign, which is more indicative of a public transport access point than any features visible in the other images.",Instalar abrigo com painéis laterais e bancos para conforto dos passageiros. Implementar rampas ou rebaixamentos no passeio para melhorar a acessibilidade a pessoas com mobilidade reduzida. Sinalizar passagem de peões e considerar barreiras de proteção entre passeio e rua. Adicionar iluminação dedicada ao ponto de paragem para maior segurança à noite.,36.26943005181347,33.54922279792746,29.10189982728843,32.97351755900979,,,,,,,,
bus_41.195076_-8.605272,bus,41.195076,-8.605272,4,41.195076_-8.605272_137_street.png,1.0,"Image [1] clearly shows a public transport stop with a bus shelter, signage, and people waiting, making it the best depiction of the access point.",Adicionar ou garantir bancos confortáveis dentro do abrigo. Instalar painel lateral adicional para melhorar proteção contra vento e chuva. Melhorar a iluminação interior do abrigo para maior visibilidade à noite. Sinalizar pavimento tátil e passadeira próxima para melhor acessibilidade e travessia segura.,85.70811744386873,91.79620034542314,86.96027633851469,88.15486470926885,,,,,,,,
bus_41.195093_-8.614290,bus,41.195093,-8.61429,4,41.195093_-8.614290_013_street.png,0.8,"Image 0 shows a bus stop shelter and pole on the right side of the image, which is a clear indicator of a public transport stop. The other images do not show any visible public transport stop or access point.",Adicionar painéis laterais transparentes no abrigo para melhor proteção contra vento e chuva. Instalar bancos confortáveis se ainda não existirem. Verificar e garantir acessibilidade com rampas e pavimento tátil. Avaliar a necessidade de iluminação pública junto à paragem para maior segurança em horários noturnos. Sinalizar melhor as passagens de peões nos acessos à paragem.,85.70811744386873,91.79620034542314,72.9706390328152,83.49165227403569,,,,,,,,
bus_41.195102_-8.660739,bus,41.195102,-8.660739,4,41.195102_-8.660739_303_street.png,0.85,"Image 3 shows a pole with a sign and a blue marking, which is characteristic of a bus stop pole. This is the clearest indication of a public transport stop among the images provided.","Instalar um abrigo com proteção lateral contra vento e chuva, e bancos para maior conforto dos passageiros. Melhorar a acessibilidade com rampas e rebaixamentos de passeio apropriados, bem como pavimento tátil. Adicionar uma passadeira próxima para maior segurança dos peões. Reforçar a iluminação junto à paragem para maior visibilidade à noite.",36.26943005181347,33.54922279792746,29.10189982728843,32.97351755900979,,,,,,,,
bus_41.195110_-8.633860,bus,41.19511,-8.63386,4,41.195110_-8.633860_271_street.png,1.0,"Image 3 clearly shows a public transport stop with a shelter, bench, and a person waiting, making it the most definitive depiction of the access point among the options.","Instalar painéis laterais de proteção contra vento e chuva no abrigo. Melhorar o conforto e a acessibilidade do banco, incluindo opções de assento acessíveis. Reforçar a iluminação direta sob o abrigo. Implementar sinalização de passadeira próxima ou proteção física contra o tráfego para aumentar a segurança dos peões. Avaliar a instalação de pavimento tátil e rebaixamento de lancil para acessibilidade plena.",85.70811744386873,77.46113989637306,55.09499136442142,72.75474956822107,,,,,,,,
bus_41.195125_-8.686615,bus,41.195125,-8.686615,4,41.195125_-8.686615_315_street.png,1.0,"Image 3 clearly shows a public transport stop with a shelter, signpost, and seating, making it the most definitive depiction of the access point among the options.","Instalar iluminação pública junto ao abrigo para aumentar a segurança e visibilidade durante a noite. Adicionar painel lateral do lado em falta para reforçar a proteção contra vento e chuva. Implementar rebaixamento de lancil e pavimento tátil junto ao abrigo para melhorar a acessibilidade universal. Considerar instalar uma barreira física (por exemplo, pequena grade metálica) entre passeio e estrada para maior segurança de peões.",85.70811744386873,91.79620034542314,72.9706390328152,83.49165227403569,,,,,,,,
bus_41.195141_-8.660889,bus,41.195141,-8.660889,4,41.195141_-8.660889_032_street.png,0.98,"Image 0 clearly shows a bus stop pole with a sign and a trash bin next to it, which are typical indicators of a public transport stop. The other images do not show any clear public transport stop or access point.","Instalar um abrigo com painéis laterais transparentes para proteção contra intempéries. Adicionar bancos/mobiliário urbano confortável. Implementar uma rampa com pavimento tátil para melhorar acessibilidade. Sinalizar e criar uma passadeira próxima para maior segurança pedonal. Reforçar a iluminação direcionada para a paragem, se necessário.",36.26943005181347,33.54922279792746,29.10189982728843,32.97351755900979,,,,,,,,
bus_41.195171_-8.644745,bus,41.195171,-8.644745,4,41.195171_-8.644745_301_street.png,0.8,"Image 3 shows a pole on the sidewalk, which is likely a bus stop sign or public transport marker. The other images do not show any clear public transport stop or access point.",Instalar abrigo com painéis laterais e banco para proteção contra intempéries e conforto; garantir pavimento tátil e rampa/rebaixamento no passeio para acessibilidade; adicionar poste de iluminação pública próximo ao ponto para aumentar a segurança noturna; considerar placas informativas e sinalização para a paragem.,36.26943005181347,33.54922279792746,29.10189982728843,32.97351755900979,,,,,,,,
bus_41.195206_-8.611112,bus,41.195206,-8.611112,4,41.195206_-8.611112_097_street.png,0.4,"None of the images clearly show a public transport stop or access point. Image 1 is the best candidate as it shows a sidewalk area with signage and structures that could potentially be related to a bus stop, but there is no clear evidence of a stop pole, shelter, or platform entrance.","Instalar abrigo de paragem com assentos e painéis laterais de proteção contra vento e chuva. Adicionar pavimento tátil e aprimorar a acessibilidade para pessoas com mobilidade reduzida. Implementar barreiras físicas ou elementos de separação entre zona de espera e a faixa de rodagem para maior segurança. Verificar e, se necessário, instalar iluminação pública direta na zona da paragem para melhorar a visibilidade noturna.",85.70811744386873,56.69257340241797,47.75474956822107,63.38514680483593,,,,,,,,
bus_41.195213_-8.611189,bus,41.195213,-8.611189,4,41.195213_-8.611189_097_street.png,0.5,"None of the images clearly show a public transport stop or access point such as a bus stop pole, shelter, or station signage. Image 1 is the best candidate as it shows a sidewalk area in front of a building, which could potentially be a location for a stop, but there is no clear evidence of a stop in any image.",Instalar abrigo de paragem com painéis laterais e assentos para maior conforto e proteção contra intempéries. Garantir rebaixamento do passeio (curb cuts) e melhorar o pavimento para acessibilidade de cadeiras de rodas. Sinalizar ou instalar passadeira próxima para aumentar a segurança de peões. Adicionar iluminação pública junto à paragem para reforçar a segurança noturna.,56.95164075993091,33.54922279792746,47.75474956822107,46.08520437535981,,,,,,,,
bus_41.195274_-8.614136,bus,41.195274,-8.614136,4,41.195274_-8.614136_333_street.png,1.0,"Image 3 clearly shows a public transport stop with a shelter, bench, and signage, making it the most definitive depiction of the access point among the options.","Adicionar/clarificar acessos rebaixados para pessoas com mobilidade reduzida e piso tátil no passeio junto ao abrigo. Instalar iluminação pública próxima do ponto, ou luz dedicada no interior do abrigo, para melhorar visibilidade e segurança à noite. Reforçar a proteção lateral contra vento e chuva com painéis de vidro ou policarbonato em ambos os lados. Considerar instalar um banco mais confortável, com encosto. Sinalizar e melhorar a proximidade de uma passadeira para reforçar a segurança dos peões.",56.95164075993091,77.46113989637306,72.9706390328152,69.12780656303973,,,,,,,,
bus_41.195287_-8.666644,bus,41.195287,-8.666644,4,41.195287_-8.666644_326_street.png,0.4,"None of the images clearly show a public transport stop or access point. Image 3 is the best candidate as it shows a pole that could potentially be a bus stop sign, but the view is partially blocked by trees and there is no clear signage visible.",Instalar um abrigo com cobertura e painéis laterais transparentes para proteção contra vento e chuva. Colocar pelo menos um banco acessível. Implementar sinalização tátil e piso rebaixado para garantir acessibilidade a pessoas com mobilidade reduzida. Acrescentar iluminação dedicada no interior do abrigo para maior conforto à noite. Sinalizar adequadamente a paragem e criar uma passadeira próxima para maior segurança dos peões.,15.67357512953368,14.248704663212436,29.10189982728843,19.67472654001152,,,,,,,,
bus_41.195340_-8.666806,bus,41.19534,-8.666806,4,41.195340_-8.666806_084_street.png,0.4,"Image 0 shows a pole on the sidewalk which could potentially be a bus stop sign, though it is partially obscured by trees and not clearly identifiable as a public transport stop. The other images do not show any clear public transport stop or access point.",Instalar abrigo com bancos e painéis laterais transparentes na paragem; garantir acessibilidade com corte de lancil e pavimento tátil; instalar iluminação dedicada no interior do abrigo para maior segurança e visibilidade; criar ou melhorar passadeira nas proximidades para atravessamento seguro.,85.70811744386873,77.46113989637306,55.09499136442142,72.75474956822107,,,,,,,,
bus_41.195342_-8.604872,bus,41.195342,-8.604872,4,41.195342_-8.604872_357_street.png,1.0,"Image 3 clearly shows a public transport stop with a shelter, seating, and signage, making it the most definitive depiction of the access point among the options.",Adicionar painéis laterais transparentes ao abrigo para melhor proteção contra vento e chuva. Melhorar sinalização tátil no passeio e garantir rampas acessíveis junto ao abrigo para utilizadores com mobilidade reduzida. Instalar iluminação interior ou sob o abrigo para maior segurança e conforto noturno. Avaliar a necessidade de mais bancos em horários de maior movimento.,85.70811744386873,91.79620034542314,86.96027633851469,88.15486470926885,,,,,,,,
bus_41.195396_-8.640575,bus,41.195396,-8.640575,4,41.195396_-8.640575_317_street.png,1.0,"Image 3 clearly shows a public transport stop shelter with a bench, which is a definitive indicator of a public transport access point. None of the other images show the stop as clearly.",Adicionar rampa de acesso e pavimentação tátil para melhorar acessibilidade. Instalar painéis laterais transparentes no abrigo para maior proteção contra vento e chuva. Montar um posto de iluminação pública junto ao abrigo para garantir visibilidade e segurança noturna. Sinalizar uma passadeira próxima e considerar barreira física de separação entre o passeio e a via para melhorar a segurança dos peões.,36.26943005181347,33.54922279792746,72.9706390328152,47.59643062751872,,,,,,,,
bus_41.195495_-8.640675,bus,41.195495,-8.640675,4,41.195495_-8.640675_317_street.png,1.0,"Image 3 clearly shows a public transport stop shelter with a bench, which is a definitive indicator of a public transport access point. The other images do not show the stop as clearly.","Adicionar/repôr painéis laterais em vidro ou policarbonato ao abrigo para melhorar a proteção contra vento e chuva. Instalar ou reforçar a iluminação pública próxima ao ponto, e considerar iluminação específica dentro do abrigo para maior segurança à noite. Melhorar acessibilidade: criar rampas e rebaixamentos de passeio adequados, além de pavimento tátil. Se possível, instalar barreiras físicas baixas entre o passeio e a estrada para proteção de peões.",36.26943005181347,56.69257340241797,72.9706390328152,55.31088082901555,,,,,,,,
bus_41.195512_-8.666643,bus,41.195512,-8.666643,4,41.195512_-8.666643_115_street.png,0.7,"Image 1 shows a pole with a sign on the left side of the image, which is likely a public transport stop sign. The other images do not clearly show any public transport stop or access point.",Instalar abrigo com proteção lateral e bancos para conforto dos passageiros. Adicionar rampa acessível e rebaixamento do lancil para melhorar acessibilidade. Implementar travessia pedonal sinalizada junto ao ponto e considerar reforço de iluminação direta no abrigo/paragem. Reparar irregularidades do passeio junto às árvores para evitar riscos de queda.,56.95164075993091,56.69257340241797,47.75474956822107,53.79965457685665,,,,,,,,
bus_41.195524_-8.601361,bus,41.195524,-8.601361,4,41.195524_-8.601361_224_street.png,0.98,"Image [2] clearly shows a bus stop pole with signage and a shelter, making it the only image that distinctly depicts the public transport stop/access point.","Instalar abrigo com painéis laterais transparentes e banco para garantir conforto e proteção contra o clima. Melhorar o acesso para pessoas com mobilidade reduzida, com rebaixamento de passeios e pavimento tátil. Implementar sinalização de travessia pedonal próxima da paragem para aumentar a segurança de peões. Adicionar iluminação dedicada à paragem para maior visibilidade e segurança noturna.",56.95164075993091,33.54922279792746,29.10189982728843,39.86758779504893,,,,,,,,
bus_41.195579_-8.690410,bus,41.195579,-8.69041,4,41.195579_-8.690410_050_street.png,1.0,"Image 0 clearly shows a public transport stop with a shelter and people waiting, making it the most definitive depiction of the access point among the options.","Adicionar ou reparar painéis laterais no abrigo para melhor proteção contra o vento e chuva. Instalar pavimento tátil e rampas para melhorar a acessibilidade a pessoas com mobilidade reduzida. Reforçar a iluminação pública próxima ao abrigo e/ou instalar iluminação no interior do abrigo. Melhorar a ligação pedonal ao abrigo, garantindo pavimento mais regular e seguro.",56.95164075993091,77.46113989637306,72.9706390328152,69.12780656303973,,,,,,,,
bus_41.195601_-8.690328,bus,41.195601,-8.690328,4,41.195601_-8.690328_229_street.png,1.0,"Image 2 clearly shows a public transport stop with a shelter, seating, and timetable information, making it the most definitive depiction of the access point among the options.","Implementar rampas ou rebaixamentos no passeio para facilitar o acesso a pessoas com mobilidade reduzida. Colocar pavimento tátil direcional e de alerta para invisuais. Adicionar iluminação interior ou sob o abrigo para maior visibilidade e segurança à noite. Instalar painel lateral adicional transparente para melhor proteção contra vento e chuva. Manter a limpeza regular do local, sobretudo no outono devido à queda de folhas.",56.95164075993091,56.69257340241797,86.96027633851469,66.86816350028785,,,,,,,,
bus_41.195626_-8.703902,bus,41.195626,-8.703902,4,41.195626_-8.703902_125_street.png,0.4,"None of the images clearly show a public transport stop or access point. Image 1 provides the best view down the street, where distant signage or infrastructure might be present, making it the best available candidate.",Instalar abrigo com assentos e painéis laterais em vidro ou policarbonato para proteção contra o vento e chuva. Implementar rampas ou rebaixamento de passeios para melhor acessibilidade PMR. Alargar o passeio na zona da paragem e considerar a instalação de rail para maior segurança face ao trânsito. Adicionar sinalização horizontal (passadeira) e iluminação dedicada sob a cobertura.,15.67357512953368,14.248704663212436,29.10189982728843,19.67472654001152,,,,,,,,
bus_41.195636_-8.690257,bus,41.195636,-8.690257,4,41.195636_-8.690257_229_street.png,1.0,"Image [2] clearly shows a public transport stop with a shelter, seating, and signage, making it the most definitive depiction of the access point among the options.",Adicionar/instalar painéis laterais em ambos os lados do abrigo para melhor proteção contra vento e chuva. Instalar iluminação dedicada dentro ou sob o abrigo para aumentar a segurança e a visibilidade à noite. Melhorar a acessibilidade com rampa suave e sinalização tátil para pessoas com deficiência. Considerar a instalação de uma barreira baixa entre o abrigo e a estrada para maior segurança dos peões.,73.18652849740933,77.46113989637306,86.96027633851469,79.20264824409902,,,,,,,,
bus_41.195669_-8.704156,bus,41.195669,-8.704156,4,41.195669_-8.704156_128_street.png,0.4,"None of the images clearly show a public transport stop or access point. Image 1 is the best candidate as it shows a street view with a pole that could potentially have a sign, but no clear stop is visible.",Instalar abrigo com painéis laterais transparentes para proteção contra intempéries. Adicionar bancos para conforto dos passageiros. Garantir rebaixamento de passeios e melhoria do piso para acessibilidade a pessoas com mobilidade reduzida. Implementar uma passadeira próxima para travessia segura e considerar barreiras físicas baixas entre passeio e estrada para aumentar a segurança. Complementar a iluminação existente para garantir boa visibilidade à noite junto ao ponto de paragem.,15.67357512953368,14.248704663212436,7.901554404145078,12.607944732297064,,,,,,,,
bus_41.195844_-8.633689,bus,41.195844,-8.633689,4,41.195844_-8.633689_091_street.png,1.0,"Image 1 clearly shows a public transport stop with a shelter, bench, and informational signage, making it the most definitive depiction of the access point among the options.",Adicionar pavimento tátil e sinalização acessível para pessoas com deficiência visual. Melhorar a proteção lateral do abrigo com painéis de vidro/policarbonato do lado aberto se não existirem. Instalar iluminação dedicada no interior do abrigo e garantir iluminação pública próxima. Substituir ou complementar o banco com assento mais confortável (com encosto).,85.70811744386873,77.46113989637306,86.96027633851469,83.37651122625216,,,,,,,,
bus_41.195893_-8.673750,bus,41.195893,-8.67375,4,41.195893_-8.673750_307_street.png,1.0,"Image 3 clearly shows a public transport stop with a bus shelter, bus stop pole, and people waiting, making it the most definitive depiction of the access point.","1. Instalar/assegurar iluminação pública junto à paragem e considerar luz no interior do abrigo para maior segurança e conforto à noite. 2. Adicionar ou reparar painéis laterais transparentes para maior proteção contra vento e chuva. 3. Melhorar acessibilidade com rampa e pavimento tátil para pessoas com mobilidade reduzida. 4. Reforçar a limpeza e manutenção do abrigo, removendo graffiti e cartazes.",73.18652849740933,91.79620034542314,86.96027633851469,83.98100172711572,,,,,,,,
bus_41.195915_-8.601104,bus,41.195915,-8.601104,4,41.195915_-8.601104_221_street.png,0.7,"Image [2] shows a blue pole with a sign on the right side of the street, which is characteristic of a public transport stop. The other images do not show any clear public transport stop or access point.","Instalar um abrigo com painéis laterais e banco para maior conforto e proteção contra o clima. Alargar e nivelar o passeio para melhorar a acessibilidade, incluindo rampas e pavimento tátil. Adicionar ou melhorar a iluminação junto à paragem para aumentar a segurança noturna. Considerar barreira física baixa entre passeio e estrada para segurança dos peões, caso o espaço o permita.",36.26943005181347,33.54922279792746,29.10189982728843,32.97351755900979,,,,,,,,
bus_41.195976_-8.662872,bus,41.195976,-8.662872,4,41.195976_-8.662872_233_street.png,1.0,"Image [2] clearly shows a bus stop shelter, signage, and a person waiting, making it the most definitive depiction of a public transport stop/access point among the options.",Melhorar a acessibilidade do passeio com rampa e piso regular. Reforçar as proteções laterais do abrigo (painéis transparentes). Instalar iluminação dedicada dentro do abrigo para maior segurança à noite. Implementar barreiras físicas ou pilaretes para evitar estacionamento junto ao abrigo. Alargar o passeio e garantir faixa livre para passagem de cadeiras de rodas ou carrinhos.,36.26943005181347,33.54922279792746,61.61485319516407,43.811168681635,,,,,,,,
